2017-09-07 13:26:30   mouse movement trajectory: ( 66, 550 )
2017-09-07 14:39:20   mouse movement trajectory: ( 164, 366 )
2017-09-07 14:39:20   mouse movement trajectory: ( 164, 368 )
2017-09-07 14:39:20   mouse movement trajectory: ( 154, 390 )
2017-09-07 14:39:20   mouse movement trajectory: ( 156, 392 )
2017-09-07 14:39:20   mouse movement trajectory: ( 164, 304 )
2017-09-07 14:39:20   mouse movement trajectory: ( 158, 396 )
2017-09-07 14:39:21   mouse movement trajectory: ( 160, 398 )
2017-09-07 14:39:21   mouse movement trajectory: ( 160, 406 )
2017-09-07 14:39:21   mouse movement trajectory: ( 154, 412 )
2017-09-07 14:39:21   mouse movement trajectory: ( 130, 416 )
2017-09-07 14:39:21   mouse movement trajectory: ( 162, 370 )
2017-09-07 14:39:21   mouse movement trajectory: ( 126, 416 )
2017-09-07 14:39:21   mouse movement trajectory: ( 120, 412 )
2017-09-07 14:39:21   mouse movement trajectory: ( 118, 398 )
2017-09-07 14:39:21   mouse movement trajectory: ( 122, 380 )
2017-09-07 14:39:21   mouse movement trajectory: ( 126, 372 )
2017-09-07 14:39:21   mouse movement trajectory: ( 142, 362 )
2017-09-07 14:39:21   mouse movement trajectory: ( 156, 360 )
2017-09-07 14:39:21   mouse movement trajectory: ( 160, 372 )
2017-09-07 14:39:21   mouse movement trajectory: ( 162, 362 )
2017-09-07 14:39:21   mouse movement trajectory: ( 166, 366 )
2017-09-07 14:39:21   mouse movement trajectory: ( 168, 366 )
2017-09-07 14:39:21   mouse movement trajectory: ( 158, 376 )
2017-09-07 14:39:22   mouse movement trajectory: ( 170, 368 )
2017-09-07 14:39:22   mouse movement trajectory: ( 170, 372 )
2017-09-07 14:39:22   mouse movement trajectory: ( 164, 302 )
2017-09-07 14:39:22   mouse movement trajectory: ( 168, 380 )
2017-09-07 14:39:22   mouse movement trajectory: ( 156, 376 )
2017-09-07 14:39:22   mouse movement trajectory: ( 166, 384 )
2017-09-07 14:39:22   mouse movement trajectory: ( 150, 406 )
2017-09-07 14:39:22   mouse movement trajectory: ( 148, 408 )
2017-09-07 14:39:22   mouse movement trajectory: ( 162, 302 )
2017-09-07 14:39:22   mouse movement trajectory: ( 150, 408 )
2017-09-07 14:39:22   mouse movement trajectory: ( 152, 408 )
2017-09-07 14:39:22   mouse movement trajectory: ( 156, 408 )
2017-09-07 14:39:22   mouse movement trajectory: ( 158, 408 )
2017-09-07 14:39:22   mouse movement trajectory: ( 160, 410 )
2017-09-07 14:39:22   mouse movement trajectory: ( 162, 414 )
2017-09-07 14:39:22   mouse movement trajectory: ( 156, 378 )
2017-09-07 14:39:22   mouse movement trajectory: ( 162, 420 )
2017-09-07 14:39:22   mouse movement trajectory: ( 246, 312 )
2017-09-07 14:39:23   mouse movement trajectory: ( 162, 426 )
2017-09-07 14:39:23   mouse movement trajectory: ( 160, 430 )
2017-09-07 14:39:23   mouse movement trajectory: ( 154, 378 )
2017-09-07 14:39:23   mouse movement trajectory: ( 152, 434 )
2017-09-07 14:39:23   mouse movement trajectory: ( 154, 380 )
2017-09-07 14:39:23   mouse movement trajectory: ( 144, 434 )
2017-09-07 14:39:23   mouse movement trajectory: ( 152, 380 )
2017-09-07 14:39:23   mouse movement trajectory: ( 134, 430 )
2017-09-07 14:39:23   mouse movement trajectory: ( 126, 420 )
2017-09-07 14:39:23   mouse movement trajectory: ( 126, 394 )
2017-09-07 14:39:23   mouse movement trajectory: ( 152, 372 )
2017-09-07 14:39:23   mouse movement trajectory: ( 152, 382 )
2017-09-07 14:39:23   mouse movement trajectory: ( 176, 364 )
2017-09-07 14:39:23   mouse movement trajectory: ( 196, 368 )
2017-09-07 14:39:23   mouse movement trajectory: ( 210, 380 )
2017-09-07 14:39:23   mouse movement trajectory: ( 222, 394 )
2017-09-07 14:39:23   mouse movement trajectory: ( 228, 408 )
2017-09-07 14:39:24   mouse movement trajectory: ( 150, 384 )
2017-09-07 14:39:24   mouse movement trajectory: ( 228, 314 )
2017-09-07 14:39:24   mouse movement trajectory: ( 148, 384 )
2017-09-07 14:39:24   mouse movement trajectory: ( 146, 380 )
2017-09-07 14:39:24   mouse movement trajectory: ( 162, 300 )
2017-09-07 14:39:24   mouse movement trajectory: ( 230, 408 )
2017-09-07 14:39:24   mouse movement trajectory: ( 146, 378 )
2017-09-07 14:39:24   mouse movement trajectory: ( 282, 432 )
2017-09-07 14:39:24   mouse movement trajectory: ( 366, 468 )
2017-09-07 14:39:24   mouse movement trajectory: ( 382, 470 )
2017-09-07 14:39:24   mouse movement trajectory: ( 388, 470 )
2017-09-07 14:39:24   mouse movement trajectory: ( 396, 470 )
2017-09-07 14:39:24   mouse movement trajectory: ( 208, 316 )
2017-09-07 14:39:24   mouse movement trajectory: ( 408, 470 )
2017-09-07 14:39:24   mouse movement trajectory: ( 416, 470 )
2017-09-07 14:39:24   mouse movement trajectory: ( 424, 472 )
2017-09-07 14:39:24   mouse movement trajectory: ( 148, 378 )
2017-09-07 14:39:24   mouse movement trajectory: ( 422, 488 )
2017-09-07 14:39:25   mouse movement trajectory: ( 386, 508 )
2017-09-07 14:39:25   mouse movement trajectory: ( 150, 378 )
2017-09-07 14:39:25   mouse movement trajectory: ( 200, 316 )
2017-09-07 14:39:25   mouse movement trajectory: ( 310, 526 )
2017-09-07 14:39:25   mouse movement trajectory: ( 258, 520 )
2017-09-07 14:39:25   mouse movement trajectory: ( 158, 388 )
2017-09-07 14:39:25   mouse movement trajectory: ( 248, 514 )
2017-09-07 14:39:25   mouse movement trajectory: ( 234, 496 )
2017-09-07 14:39:25   mouse movement trajectory: ( 232, 484 )
2017-09-07 14:39:25   mouse movement trajectory: ( 232, 468 )
2017-09-07 14:39:25   mouse movement trajectory: ( 250, 430 )
2017-09-07 14:39:25   mouse movement trajectory: ( 270, 410 )
2017-09-07 14:39:25   mouse movement trajectory: ( 400, 342 )
2017-09-07 14:39:25   mouse movement trajectory: ( 190, 320 )
2017-09-07 14:39:25   mouse movement trajectory: ( 498, 360 )
2017-09-07 14:39:25   mouse movement trajectory: ( 514, 386 )
2017-09-07 14:39:25   mouse movement trajectory: ( 162, 398 )
2017-09-07 14:39:25   mouse movement trajectory: ( 526, 422 )
2017-09-07 14:39:26   mouse movement trajectory: ( 532, 496 )
2017-09-07 14:39:26   mouse movement trajectory: ( 518, 534 )
2017-09-07 14:39:26   mouse movement trajectory: ( 502, 550 )
2017-09-07 14:39:26   mouse movement trajectory: ( 464, 578 )
2017-09-07 14:39:26   mouse movement trajectory: ( 164, 418 )
2017-09-07 14:39:26   mouse movement trajectory: ( 162, 298 )
2017-09-07 14:39:26   mouse movement trajectory: ( 156, 430 )
2017-09-07 14:39:26   mouse movement trajectory: ( 252, 546 )
2017-09-07 14:39:26   mouse movement trajectory: ( 146, 438 )
2017-09-07 14:39:26   mouse movement trajectory: ( 218, 428 )
2017-09-07 14:39:26   mouse movement trajectory: ( 218, 372 )
2017-09-07 14:39:26   mouse movement trajectory: ( 258, 272 )
2017-09-07 14:39:26   mouse movement trajectory: ( 322, 202 )
2017-09-07 14:39:26   mouse movement trajectory: ( 394, 150 )
2017-09-07 14:39:26   mouse movement trajectory: ( 496, 98 )
2017-09-07 14:39:26   mouse movement trajectory: ( 584, 88 )
2017-09-07 14:39:26   mouse movement trajectory: ( 620, 94 )
2017-09-07 14:39:27   mouse movement trajectory: ( 676, 128 )
2017-09-07 14:39:27   mouse movement trajectory: ( 116, 444 )
2017-09-07 14:39:27   mouse movement trajectory: ( 710, 194 )
2017-09-07 14:39:27   mouse movement trajectory: ( 714, 230 )
2017-09-07 14:39:27   mouse movement trajectory: ( 94, 442 )
2017-09-07 14:39:27   mouse movement trajectory: ( 700, 316 )
2017-09-07 14:39:27   mouse movement trajectory: ( 664, 374 )
2017-09-07 14:39:27   mouse movement trajectory: ( 640, 400 )
2017-09-07 14:39:27   mouse movement trajectory: ( 560, 450 )
2017-09-07 14:39:27   mouse movement trajectory: ( 466, 472 )
2017-09-07 14:39:27   mouse movement trajectory: ( 426, 472 )
2017-09-07 14:39:27   mouse movement trajectory: ( 372, 464 )
2017-09-07 14:39:27   mouse movement trajectory: ( 360, 448 )
2017-09-07 14:39:27   mouse movement trajectory: ( 372, 388 )
2017-09-07 14:39:27   mouse movement trajectory: ( 402, 350 )
2017-09-07 14:39:27   mouse movement trajectory: ( 518, 270 )
2017-09-07 14:39:27   mouse movement trajectory: ( 628, 242 )
2017-09-07 14:39:27   mouse movement trajectory: ( 710, 242 )
2017-09-07 14:39:27   mouse movement trajectory: ( 750, 250 )
2017-09-07 14:39:28   mouse movement trajectory: ( 798, 266 )
2017-09-07 14:39:28   mouse movement trajectory: ( 810, 270 )
2017-09-07 14:39:28   mouse movement trajectory: ( 824, 282 )
2017-09-07 14:39:28   mouse movement trajectory: ( 160, 298 )
2017-09-07 14:39:28   mouse movement trajectory: ( 834, 294 )
2017-09-07 14:39:28   mouse movement trajectory: ( 842, 314 )
2017-09-07 14:39:28   mouse movement trajectory: ( 842, 324 )
2017-09-07 14:39:28   mouse movement trajectory: ( 88, 400 )
2017-09-07 14:39:28   mouse movement trajectory: ( 96, 400 )
2017-09-07 14:39:28   mouse movement trajectory: ( 842, 322 )
2017-09-07 14:39:28   mouse movement trajectory: ( 846, 312 )
2017-09-07 14:39:28   mouse movement trajectory: ( 856, 286 )
2017-09-07 14:39:28   mouse movement trajectory: ( 866, 262 )
2017-09-07 14:39:28   mouse movement trajectory: ( 902, 208 )
2017-09-07 14:39:28   mouse movement trajectory: ( 956, 166 )
2017-09-07 14:39:28   mouse movement trajectory: ( 100, 400 )
2017-09-07 14:39:28   mouse movement trajectory: ( 968, 162 )
2017-09-07 14:39:28   mouse movement trajectory: ( 178, 322 )
2017-09-07 14:39:28   mouse movement trajectory: ( 996, 154 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1014, 154 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1042, 154 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1078, 158 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1086, 160 )
2017-09-07 14:39:29   mouse movement trajectory: ( 104, 402 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1100, 160 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1106, 160 )
2017-09-07 14:39:29   mouse movement trajectory: ( 106, 402 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1120, 156 )
2017-09-07 14:39:29   mouse movement trajectory: ( 176, 322 )
2017-09-07 14:39:29   mouse movement trajectory: ( 174, 322 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1156, 136 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1176, 124 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1184, 120 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1202, 114 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1216, 110 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1224, 106 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1240, 102 )
2017-09-07 14:39:29   mouse movement trajectory: ( 1254, 96 )
2017-09-07 14:39:30   mouse movement trajectory: ( 1260, 96 )
2017-09-07 14:39:30   mouse movement trajectory: ( 314, 294 )
2017-09-07 14:39:30   mouse movement trajectory: ( 294, 304 )
2017-09-07 14:39:30   mouse movement trajectory: ( 106, 400 )
2017-09-07 14:39:30   mouse movement trajectory: ( 106, 398 )
2017-09-07 14:39:30   mouse movement trajectory: ( 112, 388 )
2017-09-07 14:39:30   mouse movement trajectory: ( 134, 380 )
2017-09-07 14:39:30   mouse movement trajectory: ( 284, 306 )
2017-09-07 14:39:30   mouse movement trajectory: ( 142, 380 )
2017-09-07 14:39:30   mouse movement trajectory: ( 144, 382 )
2017-09-07 14:39:30   mouse movement trajectory: ( 144, 386 )
2017-09-07 14:39:30   mouse movement trajectory: ( 144, 390 )
2017-09-07 14:39:30   mouse movement trajectory: ( 130, 414 )
2017-09-07 14:39:30   mouse movement trajectory: ( 276, 308 )
2017-09-07 14:39:30   mouse movement trajectory: ( 106, 422 )
2017-09-07 14:39:30   mouse movement trajectory: ( 328, 286 )
2017-09-07 14:39:30   mouse movement trajectory: ( 100, 422 )
2017-09-07 14:39:31   mouse movement trajectory: ( 1208, 189 )
2017-09-07 14:39:31   mouse movement trajectory: ( 98, 420 )
2017-09-07 14:39:31   mouse movement trajectory: ( 1092, 175 )
2017-09-07 14:39:31   mouse movement trajectory: ( 976, 159 )
2017-09-07 14:39:31   mouse movement trajectory: ( 160, 300 )
2017-09-07 14:39:31   mouse movement trajectory: ( 882, 144 )
2017-09-07 14:39:31   mouse movement trajectory: ( 876, 142 )
2017-09-07 14:39:31   mouse movement trajectory: ( 874, 142 )
2017-09-07 14:39:31   mouse movement trajectory: ( 256, 312 )
2017-09-07 14:39:31   mouse movement trajectory: ( 872, 141 )
2017-09-07 14:39:31   mouse movement trajectory: ( 92, 402 )
2017-09-07 14:39:31   mouse movement trajectory: ( 870, 141 )
2017-09-07 14:39:31   mouse movement trajectory: ( 874, 140 )
2017-09-07 14:39:31   mouse movement trajectory: ( 898, 134 )
2017-09-07 14:39:31   mouse movement trajectory: ( 956, 131 )
2017-09-07 14:39:31   mouse movement trajectory: ( 164, 310 )
2017-09-07 14:39:32   mouse movement trajectory: ( 1002, 131 )
2017-09-07 14:39:32   mouse movement trajectory: ( 1028, 134 )
2017-09-07 14:39:32   mouse movement trajectory: ( 92, 388 )
2017-09-07 14:39:32   mouse movement trajectory: ( 1032, 134 )
2017-09-07 14:39:32   mouse movement trajectory: ( 102, 358 )
2017-09-07 14:39:32   mouse movement trajectory: ( 1034, 135 )
2017-09-07 14:39:32   mouse movement trajectory: ( 1030, 137 )
2017-09-07 14:39:32   mouse movement trajectory: ( 108, 350 )
2017-09-07 14:39:32   mouse movement trajectory: ( 890, 156 )
2017-09-07 14:39:32   mouse movement trajectory: ( 742, 156 )
2017-09-07 14:39:32   mouse movement trajectory: ( 134, 338 )
2017-09-07 14:39:32   mouse movement trajectory: ( 660, 154 )
2017-09-07 14:39:32   mouse movement trajectory: ( 160, 348 )
2017-09-07 14:39:32   mouse movement trajectory: ( 538, 146 )
2017-09-07 14:39:32   mouse movement trajectory: ( 488, 144 )
2017-09-07 14:39:32   mouse movement trajectory: ( 470, 144 )
2017-09-07 14:39:33   mouse movement trajectory: ( 464, 143 )
2017-09-07 14:39:33   mouse movement trajectory: ( 462, 143 )
2017-09-07 14:39:33   mouse movement trajectory: ( 166, 368 )
2017-09-07 14:39:33   mouse movement trajectory: ( 166, 382 )
2017-09-07 14:39:33   mouse movement trajectory: ( 172, 322 )
2017-09-07 14:39:33   mouse movement trajectory: ( 450, 141 )
2017-09-07 14:39:33   mouse movement trajectory: ( 438, 139 )
2017-09-07 14:39:33   mouse movement trajectory: ( 160, 390 )
2017-09-07 14:39:33   mouse movement trajectory: ( 384, 136 )
2017-09-07 14:39:33   mouse movement trajectory: ( 310, 136 )
2017-09-07 14:39:33   mouse movement trajectory: ( 156, 394 )
2017-09-07 14:39:33   mouse movement trajectory: ( 304, 136 )
2017-09-07 14:39:33   mouse movement trajectory: ( 134, 394 )
2017-09-07 14:39:33   mouse movement trajectory: ( 298, 136 )
2017-09-07 14:39:33   mouse movement trajectory: ( 298, 137 )
2017-09-07 14:39:33   mouse movement trajectory: ( 296, 138 )
2017-09-07 14:39:33   mouse movement trajectory: ( 120, 370 )
2017-09-07 14:39:34   mouse movement trajectory: ( 120, 350 )
2017-09-07 14:39:34   mouse movement trajectory: ( 298, 140 )
2017-09-07 14:39:34   mouse movement trajectory: ( 304, 151 )
2017-09-07 14:39:34   mouse movement trajectory: ( 310, 168 )
2017-09-07 14:39:34   mouse movement trajectory: ( 166, 318 )
2017-09-07 14:39:34   mouse movement trajectory: ( 310, 204 )
2017-09-07 14:39:34   mouse movement trajectory: ( 132, 338 )
2017-09-07 14:39:34   mouse movement trajectory: ( 310, 220 )
2017-09-07 14:39:34   mouse movement trajectory: ( 170, 320 )
2017-09-07 14:39:34   mouse movement trajectory: ( 308, 238 )
2017-09-07 14:39:34   mouse movement trajectory: ( 302, 267 )
2017-09-07 14:39:34   mouse movement trajectory: ( 298, 279 )
2017-09-07 14:39:34   mouse movement trajectory: ( 292, 300 )
2017-09-07 14:39:34   mouse movement trajectory: ( 292, 300 )
2017-09-07 14:39:34   mouse movement trajectory: ( 292, 300 )
2017-09-07 14:39:34   mouse movement trajectory: ( 292, 300 )
2017-09-07 14:39:34   mouse movement trajectory: ( 292, 300 )
2017-09-07 14:39:34   mouse movement trajectory: ( 292, 300 )
2017-09-07 14:39:35   mouse movement trajectory: ( 288, 309 )
2017-09-07 14:39:35   mouse movement trajectory: ( 286, 312 )
2017-09-07 14:39:35   mouse movement trajectory: ( 278, 320 )
2017-09-07 14:39:35   mouse movement trajectory: ( 260, 325 )
2017-09-07 14:39:35   mouse movement trajectory: ( 138, 336 )
2017-09-07 14:39:35   mouse movement trajectory: ( 192, 316 )
2017-09-07 14:39:35   mouse movement trajectory: ( 166, 324 )
2017-09-07 14:39:35   mouse movement trajectory: ( 176, 310 )
2017-09-07 14:39:35   mouse movement trajectory: ( 150, 338 )
2017-09-07 14:39:35   mouse movement trajectory: ( 172, 309 )
2017-09-07 14:39:35   mouse movement trajectory: ( 170, 308 )
2017-09-07 14:39:35   mouse movement trajectory: ( 168, 307 )
2017-09-07 14:39:35   mouse movement trajectory: ( 168, 306 )
2017-09-07 14:39:35   mouse movement trajectory: ( 166, 328 )
2017-09-07 14:39:35   mouse movement trajectory: ( 152, 340 )
2017-09-07 14:39:35   mouse movement trajectory: ( 158, 346 )
2017-09-07 14:39:35   mouse movement trajectory: ( 168, 310 )
2017-09-07 14:39:36   mouse movement trajectory: ( 174, 326 )
2017-09-07 14:39:36   mouse movement trajectory: ( 178, 338 )
2017-09-07 14:39:36   mouse movement trajectory: ( 182, 361 )
2017-09-07 14:39:36   mouse movement trajectory: ( 184, 368 )
2017-09-07 14:39:36   mouse movement trajectory: ( 186, 375 )
2017-09-07 14:39:36   mouse movement trajectory: ( 186, 376 )
2017-09-07 14:39:36   mouse movement trajectory: ( 162, 352 )
2017-09-07 14:39:36   mouse movement trajectory: ( 186, 377 )
2017-09-07 14:39:36   mouse movement trajectory: ( 162, 354 )
2017-09-07 14:39:36   mouse movement trajectory: ( 162, 360 )
2017-09-07 14:39:36   mouse movement trajectory: ( 198, 370 )
2017-09-07 14:39:36   mouse movement trajectory: ( 226, 347 )
2017-09-07 14:39:36   mouse movement trajectory: ( 242, 336 )
2017-09-07 14:39:36   mouse movement trajectory: ( 276, 317 )
2017-09-07 14:39:36   mouse movement trajectory: ( 290, 310 )
2017-09-07 14:39:36   mouse movement trajectory: ( 156, 366 )
2017-09-07 14:39:36   mouse movement trajectory: ( 310, 304 )
2017-09-07 14:39:36   mouse movement trajectory: ( 318, 302 )
2017-09-07 14:39:37   mouse movement trajectory: ( 148, 368 )
2017-09-07 14:39:37   mouse movement trajectory: ( 320, 302 )
2017-09-07 14:39:37   mouse movement trajectory: ( 144, 368 )
2017-09-07 14:39:37   mouse movement trajectory: ( 322, 302 )
2017-09-07 14:39:37   mouse movement trajectory: ( 168, 314 )
2017-09-07 14:39:37   mouse movement trajectory: ( 324, 302 )
2017-09-07 14:39:37   mouse movement trajectory: ( 144, 362 )
2017-09-07 14:39:37   mouse movement trajectory: ( 146, 358 )
2017-09-07 14:39:37   mouse movement trajectory: ( 324, 300 )
2017-09-07 14:39:37   mouse movement trajectory: ( 328, 292 )
2017-09-07 14:39:37   mouse movement trajectory: ( 148, 356 )
2017-09-07 14:39:37   mouse movement trajectory: ( 338, 277 )
2017-09-07 14:39:37   mouse movement trajectory: ( 344, 273 )
2017-09-07 14:39:37   mouse movement trajectory: ( 156, 356 )
2017-09-07 14:39:37   mouse movement trajectory: ( 346, 272 )
2017-09-07 14:39:37   mouse movement trajectory: ( 166, 332 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 272 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 271 )
2017-09-07 14:39:38   mouse movement trajectory: ( 166, 310 )
2017-09-07 14:39:38   mouse movement trajectory: ( 152, 390 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 278 )
2017-09-07 14:39:38   mouse movement trajectory: ( 166, 336 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 283 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 284 )
2017-09-07 14:39:38   mouse movement trajectory: ( 166, 340 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 285 )
2017-09-07 14:39:38   mouse movement trajectory: ( 138, 402 )
2017-09-07 14:39:38   mouse movement trajectory: ( 348, 286 )
2017-09-07 14:39:38   mouse movement trajectory: ( 166, 342 )
2017-09-07 14:39:38   mouse movement trajectory: ( 130, 406 )
2017-09-07 14:39:38   mouse movement trajectory: ( 114, 408 )
2017-09-07 14:39:38   mouse movement trajectory: ( 106, 408 )
2017-09-07 14:39:38   mouse movement trajectory: ( 104, 394 )
2017-09-07 14:39:38   mouse movement trajectory: ( 104, 384 )
2017-09-07 14:39:38   mouse movement trajectory: ( 108, 370 )
2017-09-07 14:39:38   mouse movement trajectory: ( 346, 286 )
2017-09-07 14:39:39   mouse movement trajectory: ( 318, 286 )
2017-09-07 14:39:39   mouse movement trajectory: ( 110, 368 )
2017-09-07 14:39:39   mouse movement trajectory: ( 236, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 124, 362 )
2017-09-07 14:39:39   mouse movement trajectory: ( 218, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 214, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 212, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 166, 346 )
2017-09-07 14:39:39   mouse movement trajectory: ( 210, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 138, 364 )
2017-09-07 14:39:39   mouse movement trajectory: ( 144, 366 )
2017-09-07 14:39:39   mouse movement trajectory: ( 150, 374 )
2017-09-07 14:39:39   mouse movement trajectory: ( 208, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 206, 290 )
2017-09-07 14:39:39   mouse movement trajectory: ( 152, 386 )
2017-09-07 14:39:40   mouse movement trajectory: ( 204, 290 )
2017-09-07 14:39:40   mouse movement trajectory: ( 200, 290 )
2017-09-07 14:39:40   mouse movement trajectory: ( 188, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 150, 396 )
2017-09-07 14:39:40   mouse movement trajectory: ( 180, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 178, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 140, 406 )
2017-09-07 14:39:40   mouse movement trajectory: ( 172, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 170, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 166, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 162, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 160, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 158, 291 )
2017-09-07 14:39:40   mouse movement trajectory: ( 158, 290 )
2017-09-07 14:39:40   mouse movement trajectory: ( 156, 290 )
2017-09-07 14:39:40   mouse movement trajectory: ( 154, 290 )
2017-09-07 14:39:40   mouse movement trajectory: ( 152, 290 )
2017-09-07 14:39:41   mouse movement trajectory: ( 152, 289 )
2017-09-07 14:39:41   mouse movement trajectory: ( 166, 352 )
2017-09-07 14:39:41   mouse movement trajectory: ( 150, 288 )
2017-09-07 14:39:41   mouse movement trajectory: ( 150, 287 )
2017-09-07 14:39:41   mouse movement trajectory: ( 124, 414 )
2017-09-14 00:55:29   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:29   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:29   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:55:29   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:55:29   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:55:29   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:55:29   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:55:30   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:55:30   mouse movement trajectory: ( 184, 338 )
2017-09-14 00:55:30   mouse movement trajectory: ( 180, 338 )
2017-09-14 00:55:30   mouse movement trajectory: ( 176, 338 )
2017-09-14 00:55:30   mouse movement trajectory: ( 174, 336 )
2017-09-14 00:55:30   mouse movement trajectory: ( 174, 332 )
2017-09-14 00:55:30   mouse movement trajectory: ( 174, 330 )
2017-09-14 00:55:30   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:55:30   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:55:30   mouse movement trajectory: ( 172, 324 )
2017-09-14 00:55:30   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:30   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:55:30   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:55:30   mouse movement trajectory: ( 168, 336 )
2017-09-14 00:55:30   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:55:30   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:55:30   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:55:31   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:55:31   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:55:31   mouse movement trajectory: ( 156, 370 )
2017-09-14 00:55:31   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:55:31   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:55:31   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:55:31   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:55:31   mouse movement trajectory: ( 184, 338 )
2017-09-14 00:55:31   mouse movement trajectory: ( 180, 338 )
2017-09-14 00:55:31   mouse movement trajectory: ( 176, 338 )
2017-09-14 00:55:31   mouse movement trajectory: ( 174, 336 )
2017-09-14 00:55:31   mouse movement trajectory: ( 174, 332 )
2017-09-14 00:55:31   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:55:31   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:55:31   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:55:31   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:55:31   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:55:32   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:55:32   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:55:32   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:55:32   mouse movement trajectory: ( 174, 330 )
2017-09-14 00:55:32   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:55:32   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:55:32   mouse movement trajectory: ( 172, 324 )
2017-09-14 00:55:32   mouse movement trajectory: ( 234, 320 )
2017-09-14 00:55:32   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:55:32   mouse movement trajectory: ( 134, 394 )
2017-09-14 00:55:32   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:55:32   mouse movement trajectory: ( 114, 388 )
2017-09-14 00:55:32   mouse movement trajectory: ( 168, 336 )
2017-09-14 00:55:32   mouse movement trajectory: ( 112, 388 )
2017-09-14 00:55:32   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:55:32   mouse movement trajectory: ( 112, 386 )
2017-09-14 00:55:32   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:55:33   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:55:33   mouse movement trajectory: ( 110, 386 )
2017-09-14 00:55:33   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:55:33   mouse movement trajectory: ( 162, 356 )
